Price,Price per meter,Bedrooms,Bathrooms,Floor,View,Year Built,Payment Method,Seller Type,Area in m²,Governorate
5921000,40554,3,,2,Garden,2029,Cash or Installments,Broker,146,Greater Cairo
820000,8200,2,1,1,Side Street,2010,Cash,Broker,100,Alexandria
5520000,29837,3,4,5,Garden,2025,Cash,Broker,185,Greater Cairo
8349701,75222,2,2,1,Pool,2028,Cash or Installments,Broker,111,Greater Cairo
4935000,53064,2,1,3,Main Street,2027,Cash or Installments,Broker,93,Hurghada
2891700,54560,1,1,2,Club,2028,Cash or Installments,Broker,53,Greater Cairo
5700000,22800,3,2,7,Side Street,2025,Cash,Broker,250,Greater Cairo
9381000,59000,3,2,2,Main Street,2028,Cash or Installments,Broker,159,Greater Cairo
3982000,22000,3,3,1,Main Street,2027,Cash or Installments,Broker,181,Greater Cairo
5753000,48344,2,,2,Plaza,2028,Cash or Installments,Broker,119,Greater Cairo
1700000,56666,1,1,5,Main Street,2020,Cash,Broker,30,North Coast
6048000,36000,3,2,2,Garden,2026,Installments,Broker,168,Greater Cairo
7600000,25333,,,3,Main Street,2025,Cash or Installments,Broker,300,Greater Cairo
9662600,115030,2,1,1,Garden,2025,Installments,Broker,84,Greater Cairo
3075000,25000,3,2,2,Lake,2027,Cash or Installments,Broker,123,Greater Cairo
5400000,23478,3,2,8,Corner,1999,Cash,Broker,230,Greater Cairo
7400000,54814,2,2,1,Plaza,2029,Cash or Installments,Broker,135,Greater Cairo
9350031,49210,3,2,1,Corner,2024,Installments,Broker,190,Greater Cairo
12650000,82679,3,3,0,Garden,2025,Cash,Broker,153,Greater Cairo
4000000,22857,3,2,2,Other,2025,Cash,Broker,175,Greater Cairo
6104000,34292,3,3,2,Main Street,2024,Cash,Broker,178,Greater Cairo
10149000,67660,2,2,2,Main Street,2028,Cash or Installments,Broker,150,Greater Cairo
7150000,71500,2,2,3,Pool,2026,Cash or Installments,Broker,100,Hurghada
13200000,120000,2,3,3,Garden,2025,Installments,Broker,110,Greater Cairo
5700000,63333,1,1,3,Side Street,2025,Cash,Broker,90,Greater Cairo
18250000,68609,3,4,0,Garden,2025,Cash,Broker,266,Greater Cairo
3700000,16666,3,3,3,Main Street,2023,Cash,Broker,222,Greater Cairo
4506000,62583,1,1,2,Garden,2027,Cash or Installments,Broker,72,Greater Cairo
6418000,39617,3,3,2,Main Street,2026,Cash or Installments,Broker,162,Greater Cairo
8900000,58940,3,3,1,Garden,2025,Cash or Installments,Broker,151,Greater Cairo
4250000,34000,2,2,2,Garden,2025,Installments,Broker,125,Greater Cairo
18000000,90000,4,3,2,Garden,2025,Cash,Broker,200,Greater Cairo
4026000,33000,,,10,Main Street,2025,Cash,Broker,122,Greater Cairo
7500000,41208,3,3,3,Side Street,2025,Cash,Broker,182,Greater Cairo
12000000,76433,3,3,1,Main Street,2028,Cash or Installments,Broker,157,Greater Cairo
13650000,78000,3,3,3,Main Street,2025,Cash or Installments,Broker,175,Greater Cairo
11000000,67901,3,3,0,Other,2022,Cash,Broker,162,Greater Cairo
28050000,100178,4,3,3,Lake,2028,Cash or Installments,Broker,280,Marsa Matruh
8996000,70281,3,3,3,Club,2028,Cash or Installments,Broker,128,Greater Cairo
5650000,24565,4,3,5,Sea View,2025,Cash,Broker,230,Greater Cairo
5904000,46125,1,1,2,Garden,2029,Cash or Installments,Broker,128,Greater Cairo
9000000,30000,3,3,12,Main Street,1990,Cash,Broker,300,Greater Cairo
1976000,27068,1,1,1,Garden,2027,Cash or Installments,Broker,73,Greater Cairo
8000000,61538,3,2,3,Garden,2027,Cash or Installments,Broker,130,Greater Cairo
15650000,66595,4,3,0,Garden,2027,Cash or Installments,Broker,235,Greater Cairo
12700000,99218,2,3,2,Other,2027,Installments,Broker,128,Greater Cairo
10300000,59883,3,2,1,Plaza,2026,Cash or Installments,Broker,172,Greater Cairo
10200000,40000,4,3,2,Main Street,2028,Cash or Installments,Broker,255,Greater Cairo
9373000,66950,,,2,Garden,2028,Cash or Installments,Broker,140,Greater Cairo
6650000,35000,3,3,0,Main Street,2026,Cash or Installments,Broker,190,Greater Cairo
4485000,47712,2,2,0,Garden,2028,Cash or Installments,Broker,94,Greater Cairo
6324000,52700,2,3,0,Lake,2028,Installments,Broker,120,Greater Cairo
8535000,50205,3,3,2,Garden,2026,Installments,Broker,170,Greater Cairo
2820000,60000,1,1,2,Pool,2028,Cash or Installments,Broker,47,Hurghada
10968000,69417,4,3,1,Golf Course,2025,Cash or Installments,Broker,158,Greater Cairo
740000,8222,2,1,3,Main Street,2010,Cash,Broker,90,Alexandria
15048000,91756,2,3,1,Garden,2025,Cash or Installments,Broker,164,Greater Cairo
8560000,83921,2,2,9,Garden,2027,Installments,Broker,102,Greater Cairo
9550000,75196,2,,3,Other,2025,Cash or Installments,Broker,127,Greater Cairo
30800000,29333,9,6,1,Garden,2025,Cash,Broker,1050,Greater Cairo
6600000,55462,3,2,2,Garden,2025,Cash,Broker,119,Greater Cairo
4915000,31915,3,3,3,Main Street,2025,Cash or Installments,Broker,154,Greater Cairo
3300000,26829,2,2,5,Garden,2025,Cash,Broker,123,Greater Cairo
4800000,50000,2,2,2,Garden,2022,Cash,Broker,96,Greater Cairo
8000000,20000,5,2,17,Main Street,2013,Cash,Broker,400,Alexandria
8500000,23611,4,3,0,Other,2020,Cash,Broker,360,Greater Cairo
8100000,37674,3,2,0,Garden,2025,Cash,Broker,215,Greater Cairo
1964837,67753,1,1,2,Sea View,2027,Cash or Installments,Broker,29,North Coast
11000000,22000,5,4,0,Garden,2025,Cash,Broker,500,Greater Cairo
6750000,40178,2,3,0,Other,2025,Cash,Broker,168,Greater Cairo
10199000,62189,3,3,1,Garden,2027,Installments,Broker,164,Greater Cairo
12332000,84465,3,3,1,Main Street,2028,Cash or Installments,Broker,146,Greater Cairo
11610000,99230,2,,0,Lake,2028,Cash or Installments,Broker,117,Hurghada
6000000,19354,4,3,5,Main Street,2023,Cash,Broker,310,Greater Cairo
9000000,145161,1,1,1,Pool,2027,Installments,Broker,62,Greater Cairo
6248000,44000,2,2,1,Garden,2027,Cash or Installments,Broker,142,Greater Cairo
8200000,16400,5,4,0,Main Street,2022,Cash,Broker,500,Greater Cairo
7000000,17500,4,3,2,Other,2021,Cash,Broker,400,Greater Cairo
9000000,37500,3,2,11,Main Street,2020,Cash,Broker,240,Greater Cairo
9548590,68694,3,2,2,Other,2025,Installments,Broker,139,Greater Cairo
6000000,26086,3,4,1,Side Street,2025,Cash,Broker,230,Greater Cairo
3800000,21111,3,2,0,Corner,2025,Cash,Broker,180,Greater Cairo
6100000,72619,2,1,0,Other,2027,Installments,Broker,84,Greater Cairo
6285000,41078,3,2,6,Garden,2026,Installments,Broker,153,Alexandria
6320750,48250,3,2,3,Main Street,2028,Cash or Installments,Broker,131,Greater Cairo
5245000,29801,3,2,2,Garden,2027,Cash or Installments,Broker,176,Greater Cairo
4900000,22790,3,2,2,Garden,2025,Cash,Broker,215,Greater Cairo
5400000,32335,3,3,2,Garden,2027,Cash or Installments,Broker,167,Greater Cairo
11225000,100223,2,2,5,Main Street,2027,Cash or Installments,Broker,112,Greater Cairo
5350000,33437,3,1,10,Main Street,2010,Cash,Broker,160,Alexandria
5800000,26363,3,2,8,Main Street,2025,Cash,Broker,220,Greater Cairo
5000000,33333,2,2,2,Garden,2025,Cash,Broker,150,Greater Cairo
6500000,47445,3,2,1,Main Street,2025,Cash,Broker,137,Greater Cairo
6000000,48387,3,2,2,Garden,2024,Cash,Broker,124,Greater Cairo
8700000,56129,3,3,0,Garden,2026,Cash or Installments,Broker,155,Greater Cairo
16912000,75164,3,3,3,Garden,2027,Cash or Installments,Broker,225,Greater Cairo
10500000,46460,4,3,3,Garden,2025,Cash,Broker,226,Greater Cairo
11113000,69456,3,,1,Main Street,2029,Cash or Installments,Broker,160,Greater Cairo
4156000,63938,1,1,0,Garden,2025,Cash or Installments,Broker,65,Greater Cairo
6170000,85694,1,1,3,Main Street,2025,Cash or Installments,Broker,72,Greater Cairo
5000000,47169,3,2,4,Garden,2028,Cash or Installments,Broker,106,Greater Cairo
6200000,35428,3,2,1,Main Street,2015,Cash,Broker,175,Greater Cairo
5000000,41666,2,2,0,Garden,2025,Cash,Broker,120,Greater Cairo
10125000,59558,2,3,2,Garden,2027,Cash or Installments,Broker,170,Greater Cairo
5200000,30588,3,3,1,Garden,2028,Installments,Broker,170,Greater Cairo
7829829,69290,2,,4,Main Street,2028,Cash or Installments,Broker,113,Greater Cairo
8900000,61805,2,1,2,Main Street,2027,Cash or Installments,Broker,144,Greater Cairo
14600000,115873,2,2,3,Garden,2025,Cash,Broker,126,Greater Cairo
6900000,86250,2,2,3,Main Street,2025,Installments,Broker,80,Greater Cairo
6335000,35000,3,3,2,Main Street,2026,Cash or Installments,Broker,181,Greater Cairo
3325000,25000,3,3,4,Plaza,2026,Cash or Installments,Broker,133,Greater Cairo
9250000,55722,2,2,5,Garden,2025,Cash,Broker,166,Greater Cairo
9923000,73503,3,2,5,Main Street,2028,Installments,Broker,135,Greater Cairo
4800000,19591,3,3,2,Other,2019,Cash,Broker,245,Greater Cairo
5600000,35000,3,2,1,Other,2017,Cash,Broker,160,Greater Cairo
6500000,26000,3,3,2,Other,2019,Installments,Broker,250,Greater Cairo
5000000,27027,,,1,Other,2019,Installments,Broker,185,Greater Cairo
6000000,20000,3,3,3,Garden,2019,Cash,Broker,300,Greater Cairo
5500000,34810,3,2,1,Other,2019,Cash,Broker,158,Greater Cairo
7750000,38750,3,3,1,Other,2019,Cash,Broker,200,Greater Cairo
6300000,47368,3,1,0,Other,2019,Cash,Broker,133,Greater Cairo
7700000,29056,4,3,0,Other,2018,Cash,Broker,265,Greater Cairo
3650000,28076,3,2,4,Other,2018,Cash,Broker,130,Greater Cairo
6750000,51923,3,2,2,Garden,2024,Cash,Broker,130,Greater Cairo
9923000,73503,3,2,5,Main Street,2027,Installments,Broker,135,Greater Cairo
8000000,40000,3,2,1,Garden,2023,Cash,Broker,200,Greater Cairo
8106000,36349,4,3,1,Garden,2024,Cash or Installments,Broker,223,Greater Cairo
6700000,56302,3,3,1,Other,1907,Cash,Broker,119,Greater Cairo
8590080,71584,2,2,1,Garden,2029,Cash or Installments,Broker,120,Greater Cairo
4350000,29000,3,2,2,Pool,2025,Cash or Installments,Broker,150,Greater Cairo
9000000,48387,3,3,0,Garden,2025,Cash or Installments,Broker,186,Greater Cairo
6800000,41212,3,3,0,Garden,2025,Cash,Broker,165,Greater Cairo
5750000,23958,4,3,1,Other,2019,Cash,Broker,240,Greater Cairo
10200000,75555,2,2,2,Pool,2027,Installments,Broker,135,Greater Cairo
21530000,80335,4,4,0,Garden,2026,Installments,Broker,268,Greater Cairo
5000000,22727,3,2,10,Other,2025,Cash,Broker,220,Greater Cairo
4239000,53658,2,1,3,Other,2025,Cash,Broker,79,Greater Cairo
4200000,24705,,,2,Other,2025,Cash,Broker,170,Greater Cairo
11700000,54672,3,2,3,Garden,2025,Installments,Broker,214,Greater Cairo
4300000,29655,2,1,0,Side Street,2020,Cash,Broker,145,Greater Cairo
13500000,35526,4,3,0,Side Street,2022,Cash,Broker,380,Greater Cairo
7500000,34090,3,3,1,Side Street,2022,Cash,Broker,220,Greater Cairo
3900000,30000,2,2,3,Main Street,2028,Cash or Installments,Broker,130,Greater Cairo
5500000,61111,2,1,3,Garden,2025,Cash,Broker,90,Greater Cairo
12675000,112168,2,1,2,Other,2028,Installments,Broker,113,Greater Cairo
3570000,34000,2,2,2,Main Street,2027,Cash or Installments,Broker,105,Greater Cairo
5850000,50431,3,2,3,Garden,2015,Cash,Broker,116,Greater Cairo
4356736,75116,1,1,3,Main Street,2025,Cash or Installments,Broker,58,Greater Cairo
21470000,102238,3,3,6,Other,2025,Installments,Broker,210,Greater Cairo
8206000,74600,2,1,2,Garden,2025,Installments,Broker,110,Greater Cairo
8770000,44517,3,3,0,Garden,2026,Installments,Broker,197,Greater Cairo
7748040,61008,3,2,2,Garden,2025,Cash,Broker,127,Greater Cairo
11300000,63128,3,3,2,Main Street,2029,Cash or Installments,Broker,179,Greater Cairo
7500000,51369,3,2,1,Main Street,2028,Cash or Installments,Broker,146,Greater Cairo
4629000,41702,,,1,Club,2026,Cash or Installments,Broker,111,Greater Cairo
4356736,75116,1,1,1,Garden,2027,Cash or Installments,Broker,58,Greater Cairo
11050000,70833,3,2,3,Other,2027,Installments,Broker,156,Greater Cairo
13000000,81250,3,2,4,Garden,2025,Cash,Broker,160,Greater Cairo
12907825,45772,3,3,0,Pool,2026,Installments,Broker,282,Greater Cairo
6000000,38461,3,2,2,Main Street,2024,Cash or Installments,Broker,156,Greater Cairo
7800000,53793,3,2,3,Garden,2025,Cash,Broker,145,Greater Cairo
9294000,66385,,,2,Garden,2025,Cash or Installments,Broker,140,Greater Cairo
8500000,53125,3,3,3,Garden,2025,Installments,Broker,160,Greater Cairo
3700000,21764,3,3,2,Garden,2025,Cash,Broker,170,Greater Cairo
4915000,31915,3,3,2,Garden,2027,Cash or Installments,Broker,154,Greater Cairo
11000000,68750,3,3,3,Garden,2025,Cash,Broker,160,Greater Cairo
3300000,36666,2,1,2,Main Street,2020,Cash,Broker,90,Greater Cairo
2500000,11111,3,2,5,Main Street,2022,Cash,Broker,225,Greater Cairo
7000000,35897,3,2,0,Garden,2025,Cash,Broker,195,Greater Cairo
3700000,29365,2,3,2,Main Street,2025,Cash or Installments,Broker,126,Greater Cairo
6250000,55309,2,1,4,Main Street,2025,Cash,Broker,113,Greater Cairo
9000000,31578,3,3,0,Main Street,2018,Cash,Broker,285,Greater Cairo
8000000,35555,3,3,2,Main Street,2025,Cash,Broker,225,Greater Cairo
6285000,41078,3,2,3,Garden,2026,Cash or Installments,Broker,153,Alexandria
3500000,17500,3,2,0,Garden,2026,Cash or Installments,Broker,200,Greater Cairo
7600000,38000,3,2,1,Other,2025,Cash,Broker,200,Greater Cairo
11763000,80568,2,1,3,Garden,2028,Cash or Installments,Broker,146,Greater Cairo
9373000,66950,,,0,Main Street,2028,Cash or Installments,Broker,140,Greater Cairo
6400000,133333,1,1,2,Other,2025,Installments,Broker,48,Greater Cairo
4500000,42056,2,1,5,Garden,2025,Cash,Broker,107,Greater Cairo
7800000,67241,2,2,2,Main Street,2029,Cash or Installments,Broker,116,Greater Cairo
4800000,30000,3,2,2,Club,2021,Cash,Broker,160,Greater Cairo
7488000,72000,2,,2,Garden,2027,Cash or Installments,Broker,104,Greater Cairo
6860000,66601,2,2,4,Main Street,2026,Installments,Broker,103,Greater Cairo
15900000,115217,2,3,1,Lake,2025,Cash or Installments,Broker,138,Greater Cairo
8500000,40476,3,2,1,Other,2019,Cash,Broker,210,Greater Cairo
6550000,136458,1,1,2,Garden,2025,Installments,Broker,48,Greater Cairo
4100000,55405,2,1,0,Back,2024,Cash,Broker,74,Greater Cairo
5100000,40800,,,0,Other,2019,Cash,Broker,125,Greater Cairo
7040000,55000,3,2,2,Garden,2028,Cash or Installments,Broker,128,Greater Cairo
7040000,55000,3,2,3,Main Street,2028,Cash or Installments,Broker,128,Greater Cairo
2200000,11000,3,3,3,Side Street,2018,Cash,Broker,200,Greater Cairo
7500000,33783,3,3,6,Other,2024,Cash,Broker,222,Greater Cairo
13215084,94393,3,,0,Main Street,2028,Cash or Installments,Broker,140,Greater Cairo
10500000,64024,3,3,0,Other,2023,Cash,Broker,164,Greater Cairo
4160000,26000,3,3,3,Garden,2028,Installments,Broker,160,Greater Cairo
6870000,42937,3,2,2,Main Street,2026,Cash or Installments,Broker,160,Greater Cairo
8600000,47513,3,2,1,Pool,2022,Cash,Broker,181,Greater Cairo
16100000,92000,3,3,2,Garden,2029,Cash or Installments,Broker,175,Greater Cairo
6500000,46428,2,2,4,Garden,2025,Cash,Broker,140,Greater Cairo
6500000,24528,4,3,2,Other,2019,Cash,Broker,265,Greater Cairo
6180000,55675,2,2,0,Garden,2028,Cash or Installments,Broker,111,Greater Cairo
15225000,88517,2,2,1,Other,2025,Installments,Broker,172,Greater Cairo
11860000,69764,,,3,Pool,2026,Cash or Installments,Broker,170,Greater Cairo
5925000,34852,3,3,2,Main Street,2027,Cash or Installments,Broker,170,Greater Cairo
8000000,38095,3,3,2,Garden,2025,Cash,Broker,210,Greater Cairo
5700000,31318,3,3,5,Pool,2026,Installments,Broker,182,Greater Cairo
9500000,57575,3,3,1,Garden,2025,Cash,Broker,165,Greater Cairo
9000000,49450,3,2,4,Main Street,2025,Cash or Installments,Broker,182,Greater Cairo
6800000,40000,4,3,3,Main Street,2019,Cash,Broker,170,Greater Cairo
4845000,60562,1,1,2,Other,2025,Cash,Broker,80,Greater Cairo
2818200,46200,1,1,1,Pool,2027,Installments,Broker,61,Hurghada
9000000,56250,3,3,4,Garden,2025,Cash,Broker,160,Greater Cairo
7200000,32000,3,2,1,Garden,2019,Cash,Broker,225,Greater Cairo
7300000,37055,3,3,2,Corner,2027,Cash or Installments,Broker,197,Greater Cairo
4915000,31915,3,3,2,Main Street,2027,Cash or Installments,Broker,154,Greater Cairo
9000000,88235,2,2,5,Other,2027,Cash,Broker,102,Greater Cairo
15345000,60652,4,3,5,Plaza,2027,Cash or Installments,Broker,253,Greater Cairo
17702747,89861,3,3,1,Main Street,2027,Installments,Broker,197,Greater Cairo
3600000,30000,3,2,3,Lake,2028,Cash or Installments,Broker,120,Greater Cairo
4483500,30500,3,2,2,Main Street,2026,Cash or Installments,Broker,147,Greater Cairo
7250000,42647,3,2,1,Side Street,2024,Cash,Broker,170,Greater Cairo
4750000,28787,3,2,0,Garden,2027,Installments,Broker,165,Greater Cairo
8200000,35193,4,3,1,Main Street,2020,Installments,Broker,233,Greater Cairo
9146400,54120,3,3,0,Other,2025,Installments,Broker,169,Greater Cairo
3600000,36000,2,1,3,Corner,2028,Cash,Broker,100,Greater Cairo
7000000,35000,3,3,2,Side Street,2023,Cash,Broker,200,Greater Cairo
17500000,102941,3,3,3,Club,2028,Cash or Installments,Broker,170,Greater Cairo
940000,6714,3,2,3,Sea View,2014,Cash,Broker,140,Alexandria
9055800,70200,3,3,1,Main Street,2028,Cash or Installments,Broker,129,Greater Cairo
7100000,50000,2,2,0,Garden,2027,Cash or Installments,Broker,142,Greater Cairo
5250000,40384,2,3,0,Garden,2024,Cash,Broker,130,Greater Cairo
6220750,47486,3,2,3,Main Street,2028,Cash or Installments,Broker,131,Greater Cairo
5500000,38461,2,2,4,Garden,2028,Cash or Installments,Broker,143,Greater Cairo
9216000,72000,3,,1,Garden,2027,Cash or Installments,Broker,128,Greater Cairo
16000000,98765,2,2,1,Corner,2015,Cash,Broker,162,Greater Cairo
7000000,56000,3,2,3,Other,2025,Cash,Broker,125,Greater Cairo
4400000,45833,2,2,5,Garden,2025,Cash,Broker,96,Greater Cairo
5850000,39000,3,2,2,Garden,2030,Cash or Installments,Broker,150,Greater Cairo
7000000,51094,3,2,0,Garden,2025,Cash,Broker,137,Greater Cairo
4500000,21951,3,1,4,Main Street,2024,Cash,Broker,205,Greater Cairo
5800000,32222,3,2,11,Main Street,2000,Cash,Broker,180,Greater Cairo
8800000,45128,4,3,3,Main Street,2026,Cash or Installments,Broker,195,Greater Cairo
7000000,42424,3,3,4,Corner,1999,Cash,Broker,165,Greater Cairo
13232656,57533,3,3,0,Garden,2025,Cash,Broker,230,Greater Cairo
7947100,64610,2,2,3,Garden,2028,Cash or Installments,Broker,123,Greater Cairo
10463000,57806,3,3,1,Main Street,2025,Cash or Installments,Broker,181,Greater Cairo
28430000,75411,4,4,1,Lake,2027,Installments,Broker,377,Greater Cairo
3875000,25000,3,2,3,Pool,2025,Cash or Installments,Broker,155,Greater Cairo
10350000,103500,2,,2,Other,2024,Installments,Broker,100,Greater Cairo
5600000,56565,2,1,3,Garden,2025,Cash,Broker,99,Greater Cairo
8140000,62615,3,2,5,Main Street,2025,Cash or Installments,Broker,130,Greater Cairo
2500000,16666,3,1,8,Main Street,2014,Cash,Broker,150,Greater Cairo
7300000,44512,3,3,2,Golf Course,2028,Cash or Installments,Broker,164,Greater Cairo
9400000,50537,3,2,5,Main Street,2025,Cash or Installments,Broker,186,Greater Cairo
6680000,45135,3,2,2,Main Street,2029,Cash or Installments,Broker,148,Greater Cairo
16500000,59352,3,3,2,Other,2022,Cash,Broker,278,Greater Cairo
5111000,49621,3,3,3,Main Street,2028,Installments,Broker,103,Greater Cairo
5500000,24444,3,3,2,Main Street,2024,Cash,Broker,225,Greater Cairo
950000,8636,3,1,6,Lake,2015,Cash,Broker,110,Alexandria
5701000,56445,2,3,2,Other,2025,Cash,Broker,101,Greater Cairo
4100000,55405,2,1,0,Other,2025,Cash,Broker,74,Greater Cairo
10750000,53217,4,3,0,Garden,2025,Cash,Broker,202,Greater Cairo
5600700,44100,2,2,3,Garden,2028,Cash or Installments,Broker,127,Greater Cairo
10100000,81451,2,2,3,Main Street,2028,Installments,Broker,124,Greater Cairo
8723000,94815,2,,2,Garden,2027,Cash,Broker,92,Greater Cairo
4200000,14840,5,4,0,Garden,2025,Cash,Broker,283,Greater Cairo
12140000,94843,2,3,3,Garden,2025,Cash or Installments,Broker,128,Greater Cairo
8500000,42500,3,3,1,Garden,2019,Cash,Broker,200,Greater Cairo
6300000,39375,2,2,4,Side Street,1985,Cash,Broker,160,Greater Cairo
6100000,33888,3,2,2,Main Street,2025,Cash or Installments,Broker,180,Greater Cairo
10000000,83333,2,1,1,Nile View,2028,Cash or Installments,Broker,120,Greater Cairo
7590000,55000,2,2,2,Main Street,2028,Cash or Installments,Broker,138,Greater Cairo
5900000,50862,2,2,3,Main Street,2029,Cash or Installments,Broker,116,Greater Cairo
